year_adjusted,Girardia tigrina,turbellarian sp. A,Prostoma graecense,Dorylaimus sp. A,Actinolaiminae sp. A,mermithid sp. A,Dero trifida,Slavina appendiculata,Aulodrilus limnobius,Aulodrilus pigueti,Aulodrilus japonicus,Bothrioneurum vejdovskyanum,Branchiura sowerbyi,Ilyodrilus frantzi,Ilyodrilus templetoni,Limnodrilus hoffmeisteri,Limnodrilus udekemianus,Psammoryctides californianus,Quistadrilus multisetosus,Embolocephalus nikolskyi,Tubificoides heterochaetus,Varichaetadrilus angustipenis,Sparganophilus eiseni,Altmanella freidris,Lumbriculus variegatus,Mooreobdella microstoma,Boccardiella ligerica,Pseudopolydora kempi,Streblospio benedicti,Marenzelleria neglecta,Heteromastus filiformis,Hediste limnicola,Alitta succinea,Manayunkia speciosa,Laonome calida,Isocypris sp. A,Candona sp. A,Cyprideis sp. A,Balanus improvisus,Nippoleucon hinumensis,Sinelobus stanfordi,Synidotea laticauda,Gnorimosphaeroma insulare,Gnorimosphaeroma oregonensis,Uromunna sp. A,Ampelisca abdita,Sinocorophium alienense,Americorophium spinicorne,Americorophium stimpsoni,Grandidierella japonica,Gammarus daiberi,Hyalella sp. A,Rhithropanopeus harrisii,Procladius sp. A,Cryptochironomus sp. A,Fluminicola sp. A,Gyraulus circumstriatus,Physa sp. A,Melanoides tuberculata,Corbicula fluminea,Pisidium casertanum,Pisidium compressum,Limecola petalum,Potamocorbula amurensis
1991,0,29.91444444444444,16.38111111111111,1.4244444444444444,0,2.1366666666666667,0,0,4.985555555555556,0,0,22.080000000000002,0,0,0,5.697777777777778,0,0,0,0,0,76.21000000000001,0,0,0,0,573.3622222222222,6.41,9.258888888888889,0,0.7122222222222222,2.848888888888889,10.683333333333332,34.9,1898.147777777778,0,0.7122222222222222,0,114.67111111111112,347.5777777777778,30.626666666666665,4.273333333333333,0,0.7122222222222222,12.82,0,4.273333333333333,1670.94,826.21,2.848888888888889,447.2944444444444,0,3.5611111111111113,0,0,0,0,0,1.4244444444444444,999.2877777777778,0,0,7.834444444444444,1114.671111111111
1992,0,3.5611111111111113,9.97111111111111,0.7122222222222222,2.848888888888889,0,0,1.4244444444444444,13.532222222222224,0,0,8.546666666666667,0,4.2733333333333325,5.697777777777778,299.85777777777776,0,0,0,2.848888888888889,0,51.99444444444444,0,0,0,0,160.25555555555556,0,2.848888888888889,12.107777777777777,2.1366666666666667,22.078888888888887,3.5611111111111113,50.57,311.96555555555557,0.7122222222222222,0.7122222222222222,0,77.63444444444445,484.3311111111111,3.5611111111111113,0.7122222222222222,0,0.7122222222222222,5.697777777777778,2.848888888888889,11.395555555555555,12.82,28.490000000000002,4.985555555555556,281.3377777777778,0,2.1366666666666667,0,0,0,0,1.4244444444444444,6.41,331.19555555555553,0,0,3.5611111111111113,888.8888888888889
1993,1.4244444444444444,9.258888888888889,21.366666666666667,2.1366666666666667,2.1366666666666667,0,0,0,91.16777777777777,0,1.4244444444444444,50.57,12.107777777777777,0.7122222222222222,0.7122222222222222,410.9688888888889,2.848888888888889,0,0,0.7122222222222222,0.7122222222222222,146.72222222222223,54.843333333333334,0,0,0,566.2388888888888,0,0,366.80777777777774,2.1366666666666667,19.23,0.7122222222222222,16.38111111111111,844.0166666666667,0.7122222222222222,4.273333333333333,0,9.258888888888889,89.74333333333334,0.7122222222222222,0,0,0,0,0,24.21666666666667,61.25333333333333,452.2788888888889,0.7122222222222222,200.14222222222224,0,0,0.7122222222222222,2.848888888888889,0,0.7122222222222222,6.41,13.532222222222222,1807.6922222222222,0,1.4244444444444444,0.7122222222222222,317.6644444444444
1994,0.7122222222222222,3.5611111111111113,20.654444444444444,29.914444444444445,19.94222222222222,6.409999999999999,2.848888888888889,4.985555555555555,130.3422222222222,0,44.87111111111111,247.86222222222224,0,74.78666666666666,2.1366666666666667,205.84,0,0.7122222222222222,17.805555555555557,0.7122222222222222,37.74888888888889,195.86888888888888,9.258888888888889,0,0,0,2.848888888888889,0,0,153.84555555555556,0.7122222222222222,7.834444444444443,1.4244444444444444,969.3744444444445,111.11222222222223,0.7122222222222222,4.273333333333333,0,0.7122222222222222,151.71,0,0.7122222222222222,0,0,0,1.4244444444444444,722.9344444444445,233.6177777777778,1121.7955555555554,0.7122222222222222,955.8399999999999,4.985555555555556,1.4244444444444444,0.7122222222222222,0,0,0.7122222222222222,0.7122222222222222,2.848888888888889,331.9088888888889,6.41,3.5611111111111104,0,278.49
1995,0,1.4244444444444444,20.654444444444444,25.641111111111115,22.080000000000002,11.395555555555555,0,2.848888888888889,49.144444444444446,0,2.1366666666666667,183.76000000000002,0,6.41,0.7122222222222222,270.65333333333336,2.1366666666666667,0.7122222222222222,4.985555555555556,2.1366666666666667,51.28111111111111,477.92,17.093333333333334,0,6.41,0,11.395555555555555,0,0,298.4322222222222,0,32.76222222222222,0.7122222222222222,435.18444444444447,350.4277777777778,26.353333333333335,0.7122222222222222,0,0,14.244444444444445,0,0,0,0,0.7122222222222222,0,185.18555555555554,120.36888888888889,1635.3266666666666,0.7122222222222222,1282.0522222222223,0,0,1.4244444444444444,1.4244444444444444,0,0,2.848888888888889,2.1366666666666667,710.8266666666667,0,0.7122222222222222,0,89.74444444444444
1996,0,0,19.23111111111111,56.09,8.546666666666667,14.957777777777778,0,0.5344444444444444,222.22333333333336,0,25.10777777777778,64.10222222222222,0,255.87555555555556,2.1366666666666667,434.8288888888889,0,3.2055555555555557,9.615555555555556,2.1366666666666667,53.41777777777778,282.0522222222222,0.5344444444444444,0,0,0,0,0,0,254.8088888888889,0,5.342222222222222,0,991.9866666666668,3.738888888888889,13.888888888888888,13.888888888888888,0,0,4.807777777777778,0,0,0.5344444444444444,0,1.6022222222222222,0,50.74777777777778,127.13666666666667,934.2955555555554,0,272.43666666666667,0,0,0,2.1366666666666667,0,1.0688888888888888,0,3.7399999999999998,565.1711111111111,0,8.546666666666667,0,89.74444444444444
1997,0,3.7399999999999998,6.945555555555556,26.71,18.69777777777778,14.956666666666667,0,1.0688888888888888,76.92333333333333,0,2.1377777777777776,123.39777777777778,0,28.845555555555556,1.0688888888888888,112.71333333333334,0.5344444444444444,0.5344444444444444,9.082222222222223,4.807777777777778,5.342222222222222,360.0422222222222,2.1377777777777776,0,0,0,0,0,0,307.1588888888889,0,2.1377777777777776,0,318.37666666666667,16.56,1.0688888888888888,0,1.0688888888888888,1.6022222222222222,9.081111111111111,0,0,0,0,0,0,103.0988888888889,1691.7744444444445,1771.902222222222,0,950.3222222222223,0,0,1.0688888888888888,1.6033333333333333,0,0,0,10.15,501.0677777777778,0,0,0,285.2577777777778
1998,1.0688888888888888,3.2055555555555557,18.163333333333334,7.4799999999999995,14.957777777777778,16.025555555555556,0,0,49.14555555555555,0,8.546666666666667,121.79666666666667,0.5344444444444444,7.478888888888889,2.672222222222222,135.1511111111111,0.5344444444444444,2.1366666666666667,9.081111111111111,3.2055555555555557,12.82,798.6111111111111,7.478888888888889,0,0.5344444444444444,0.5344444444444444,1.6033333333333333,0,0,322.1144444444444,0,1.0688888888888888,1.0688888888888888,292.2,27.244444444444447,2.1377777777777776,1.0688888888888888,3.2055555555555557,0,5.342222222222222,0,0,2.1366666666666667,0,0,0,4.273333333333333,1183.76,1615.9177777777777,0,889.4244444444445,0,0,0.5344444444444444,0,0,0.5344444444444444,1.0688888888888888,52.88444444444445,1758.0133333333333,7.478888888888889,1.0688888888888888,0,311.43111111111114
1999,2.1366666666666667,0,18.163333333333334,4.808888888888888,8.013333333333334,16.56,0,0,116.98777777777778,0,20.833333333333332,191.23999999999998,0,0,0,69.97888888888889,2.1366666666666667,0,10.684444444444445,8.546666666666667,2.1366666666666667,661.3244444444445,6.944444444444444,0.5344444444444444,0.5344444444444444,2.1366666666666667,0,0,0,175.21333333333334,0,0,0.5344444444444444,723.8244444444446,21.90222222222222,5.876666666666667,6.9444444444444455,0,0,39.53111111111111,0,0,0,0,0,0,0.5344444444444444,930.021111111111,1772.97,0,408.65444444444444,6.41,0,0,0,0,0,0,38.99444444444444,1044.3377777777778,2.671111111111111,0,0,53.41888888888889
2000,0,0,3.74,7.478888888888889,3.74,19.231111111111108,0,0,37.39333333333333,0,6.41,59.83,0,29.38111111111111,1.0688888888888888,106.30555555555556,1.6033333333333333,1.0688888888888888,2.672222222222222,10.148888888888889,1.0688888888888888,207.79999999999998,1.6033333333333333,2.671111111111111,0.5344444444444444,0.5344444444444444,2.671111111111111,0,0,340.2788888888889,0,2.1366666666666667,0,129.27444444444444,10.684444444444445,4.807777777777778,0,0,0,63.034444444444446,0,0,3.7399999999999998,0,0,0,844.5522222222222,2190.7066666666665,332.26444444444445,0,968.4822222222222,0.5344444444444444,0,3.2055555555555557,0.5344444444444444,0,0,0.5344444444444444,0,585.4688888888888,2.671111111111111,0,0.5344444444444444,330.12666666666667
2001,0,1.6033333333333333,4.274444444444445,0,2.671111111111111,3.2055555555555557,0,0,52.35111111111111,0,17.094444444444445,79.59444444444443,0,59.83,0,103.63333333333334,0.5344444444444444,0.5344444444444444,2.671111111111111,2.1366666666666667,22.97,377.1355555555555,1.0688888888888888,0,0,0,0.5344444444444444,0,0,222.75777777777776,0,4.274444444444445,0,165.5988888888889,9.615555555555556,0,0,0,8.013333333333334,140.4911111111111,0.5344444444444444,0,0,0,1.0688888888888888,0,457.2655555555555,630.8777777777777,472.7566666666667,1.0688888888888888,833.8666666666667,2.671111111111111,0,2.1377777777777776,0.5344444444444444,0,0,0,0,198.18444444444444,4.807777777777777,0,1.6033333333333333,528.8466666666667
2002,0,0,0,0,0,1.336111111111111,0,0,6.41,0,3.2055555555555557,34.187777777777775,0,1.6033333333333333,0,35.25555555555555,2.1366666666666667,0,0.5344444444444444,16.56,0,103.63166666666666,0,0,2.1366666666666667,0,8.013333333333334,0,0,71.84833333333333,0.5344444444444444,0.5344444444444444,2.1377777777777776,68.37555555555555,12.82,4.273333333333333,6.944444444444444,2.671111111111111,0,206.1966666666667,0.8016666666666666,0,0,0,1.6033333333333333,0.5344444444444444,105.7688888888889,3606.3033333333333,316.23833333333334,6.41,1090.8116666666667,0,0,2.9383333333333335,0,0,0,0,23.504444444444445,248.9311111111111,2.671111111111111,0,0.5344444444444444,388.62166666666667
2003,0,0.5344444444444444,4.808888888888888,0,0.5344444444444444,19.765555555555554,0,0,13.354444444444445,0,1.0688888888888888,12.82,0,2.671111111111111,0,100.96111111111111,0,0,0.5344444444444444,17.628888888888888,30.448888888888888,201.92333333333335,0.5344444444444444,7.478888888888889,0,0,1.0688888888888888,0,0,62.5,0,3.74,2.671111111111111,75.32000000000001,35.791111111111114,0,0.5344444444444444,42.73555555555556,0,258.54777777777775,6.9444444444444455,0,4.273333333333333,0.5344444444444444,12.821111111111113,0,637.2855555555556,3019.2322222222224,80.66333333333333,2.1377777777777776,1566.2388888888888,0,0,5.875555555555555,0,0,0,0.5344444444444444,47.010000000000005,301.2811111111111,0.5344444444444444,1.6033333333333333,1.6033333333333333,823.1844444444444
2006,0.5344444444444444,1.0688888888888888,1.6033333333333333,0.5344444444444444,0.5344444444444444,60.89666666666667,0,0,15.491111111111111,0,8.546666666666667,198.18444444444444,2.671111111111111,89.74444444444445,0,156.51666666666665,4.274444444444445,3.738888888888889,18.163333333333334,10.684444444444445,2.671111111111111,875.5344444444445,1.6033333333333333,4.273333333333333,2.1366666666666667,1.6033333333333333,0.5344444444444444,0,0,188.5688888888889,0,24.04,2.671111111111111,436.96666666666664,772.97,21.902222222222225,1.0688888888888888,279.38,0,1.6022222222222222,0,0,2.1366666666666667,0,0,0,614.85,2088.142222222222,1210.471111111111,0,2094.0155555555557,0,0,83.86777777777777,0.5344444444444444,0.5344444444444444,0,1.0688888888888888,20.833333333333332,1270.3,63.568888888888885,0.5344444444444444,0,173.07666666666665
2007,0.5344444444444444,2.671111111111111,16.026666666666667,0,2.1366666666666667,47.54333333333334,0,2.1366666666666667,16.025555555555556,0,15.491111111111111,318.37666666666667,0.5344444444444444,57.157777777777774,1.0688888888888888,28.312222222222225,4.807777777777778,0.5344444444444444,8.547777777777778,30.982222222222223,2.1366666666666667,415.5988888888889,5.343333333333333,13.354444444444445,1.0688888888888888,1.6033333333333333,0.5344444444444444,0,0,116.98666666666666,0,10.15,0.5344444444444444,102.03111111111113,340.81111111111113,1.6033333333333333,1.6033333333333333,1.0688888888888888,0.5344444444444444,60.89666666666667,0.5344444444444444,0.5344444444444444,10.15,0,2.1366666666666667,0,824.2522222222223,4444.978888888889,824.2533333333332,0,1666.6677777777777,8.013333333333334,0,0,0,0,1.0688888888888888,0,1.0688888888888888,736.1111111111111,3.738888888888889,0,0.5344444444444444,451.92333333333335
2008,0,1.0688888888888888,4.274444444444445,1.0688888888888888,4.273333333333333,17.094444444444445,0,0.5344444444444444,28.845555555555553,0,3.738888888888889,440.17,2.1377777777777776,17.093333333333334,0,109.50888888888888,0,16.56,6.4111111111111105,42.20111111111111,19.23111111111111,1279.38,0.5344444444444444,32.05111111111111,0,0.5344444444444444,2.671111111111111,0,0,98.82444444444445,0.5344444444444444,3.2055555555555557,0,102.56444444444445,1144.7677777777778,0,0,54.48777777777778,0,457.26444444444445,0,0.5344444444444444,12.82,0,0,0.5344444444444444,571.5811111111111,2376.602222222222,372.86333333333334,6.41,1113.2477777777779,0,0,0,0,0,0,0,8.012222222222222,416.1322222222222,1.0688888888888888,2.671111111111111,0.5344444444444444,1383.0133333333333
2009,0,2.671111111111111,2.1366666666666667,0.5344444444444444,0,1.0688888888888888,0,0,4.807777777777778,0,0,220.08444444444444,0,25.641111111111112,0.5344444444444444,599.8933333333333,1.6033333333333333,5.8755555555555565,3.7399999999999998,35.79,16.025555555555556,1220.6200000000001,5.876666666666666,8.547777777777778,1.6022222222222222,1.6022222222222222,14.423333333333332,1.0688888888888888,0.5344444444444444,73.71777777777777,0,28.311111111111114,0,64.10222222222222,775.6411111111111,0,0.5344444444444444,24.037777777777777,0.5344444444444444,709.9366666666666,0,0,0.5344444444444444,0,2.1366666666666667,0,1139.9555555555555,1537.927777777778,66.2388888888889,46.47555555555556,1373.9311111111112,0,0,0.5344444444444444,0.5344444444444444,0,0,0,3.2055555555555557,309.29333333333335,0.5344444444444444,1.0688888888888888,0,519.23
2010,0.5344444444444444,0,3.2055555555555557,0,0,22.97111111111111,0,0.5344444444444444,2.671111111111111,0.5344444444444444,8.013333333333334,276.1744444444444,0,64.63666666666667,2.1366666666666667,369.6577777777778,4.273333333333333,15.492222222222223,2.1366666666666667,74.78666666666668,24.03888888888889,2370.192222222222,9.615555555555556,176.81555555555556,2.671111111111111,0.5344444444444444,6.945555555555555,1.0688888888888888,0.5344444444444444,16.56111111111111,0.5344444444444444,113.78222222222223,0,54.48666666666666,236.11222222222224,2.671111111111111,0,527.2444444444444,0.5344444444444444,487.71444444444444,0,0,4.273333333333333,0.5344444444444444,0,0.5344444444444444,1010.6833333333334,3449.2522222222224,55.022222222222226,17.093333333333334,3364.3144444444442,1.0688888888888888,0,0.5344444444444444,0,0,0,0,123.39888888888888,548.6122222222222,1.6022222222222222,3.2055555555555557,1.6033333333333333,919.3377777777777
2011,5.342222222222222,0,2.1377777777777776,3.2055555555555557,0,32.05111111111111,0,0.5344444444444444,27.243333333333332,2.1366666666666667,103.63333333333334,427.35111111111115,0,261.2166666666667,7.478888888888889,428.9533333333333,3.2055555555555557,11.217777777777778,5.876666666666667,40.06444444444445,11.753333333333332,2406.5177777777776,1.0688888888888888,179.48666666666668,3.2055555555555557,6.944444444444444,1.0688888888888888,0,0,78.52555555555554,0,142.09444444444443,0,125,194.98000000000002,2.1366666666666667,1.6033333333333333,298.07666666666665,0,64.10333333333334,0,0,4.273333333333333,0,0,0,1462.0733333333335,3779.3799999999997,99.3588888888889,5.8755555555555565,674.1455555555556,3.2055555555555557,0,3.7399999999999998,0.5344444444444444,0,12.286666666666667,5.876666666666667,73.71777777777778,489.3155555555556,14.423333333333334,103.63222222222224,0.5344444444444444,212.60555555555555
2012,0,0,11.21888888888889,0,0,180.02222222222224,0,2.1366666666666667,20.29888888888889,16.56,22.97,265.4911111111111,0,95.08555555555556,2.1366666666666667,284.72333333333336,0,18.162222222222223,18.162222222222223,10.684444444444445,11.217777777777778,1201.3888888888887,8.012222222222222,47.54222222222222,2.1366666666666667,1.0688888888888888,0.5344444444444444,0,0,17.094444444444445,0,52.88555555555555,0,79.59333333333333,160.7911111111111,1.0688888888888888,2.671111111111111,2.1377777777777776,0,65.70444444444445,0,0.5344444444444444,4.273333333333333,0,0,0,1488.7822222222221,4925.747777777778,748.3977777777777,1.6022222222222222,2071.581111111111,0,0,1.6022222222222222,5.342222222222222,0,1.0688888888888888,0,33.654444444444444,359.51,0.5344444444444444,26.174444444444443,1.0688888888888888,754.2744444444445
2013,2.1366666666666667,2.1366666666666667,5.342222222222222,2.671111111111111,0,19.23111111111111,0,0,13.887777777777778,0,9.615555555555556,245.72555555555556,0,27.777777777777775,0,162.92666666666665,2.1366666666666667,18.696666666666665,4.807777777777778,18.69666666666667,34.187777777777775,1791.6666666666667,6.944444444444444,58.22555555555555,1.0688888888888888,1.6033333333333333,0.5344444444444444,0,0,92.94888888888889,0,78.52666666666667,0,1273.5044444444445,556.6244444444445,2.1366666666666667,0,910.791111111111,0,198.18333333333334,4.807777777777778,0.5344444444444444,3.2055555555555557,0,0,0,1055.0211111111112,12446.582222222223,767.0944444444444,12.82111111111111,3690.7055555555557,15.491111111111111,0,6.41,1.0688888888888888,0.5344444444444444,16.026666666666667,65.17111111111112,186.4311111111111,409.72222222222223,4.807777777777777,52.35,1.6033333333333333,2480.233333333333
2014,2.1366666666666667,2.671111111111111,26.175555555555558,2.1366666666666667,2.1366666666666667,2.671111111111111,0,0.5344444444444444,29.38111111111111,0,13.888888888888891,267.0933333333333,2.1366666666666667,9.615555555555554,0,938.5688888888889,3.2055555555555557,1.0688888888888888,16.56,5.342222222222222,10.684444444444445,1697.1155555555554,14.956666666666669,123.93222222222222,1.0688888888888888,2.671111111111111,0,16.55888888888889,0,302.35,0,76.92444444444443,0,1013.8888888888888,266.02555555555557,0,8.546666666666667,2971.154444444445,0,917.2011111111111,0,2.1366666666666667,0.5344444444444444,0.5344444444444444,0,1.0688888888888888,1279.9144444444444,2477.03,79.06,28.846666666666664,1713.141111111111,4.273333333333333,0,0,0,0.5344444444444444,17.62888888888889,12.82111111111111,18.163333333333334,458.33444444444444,0,35.791111111111114,4.274444444444444,4424.68
2015,4.807777777777777,0,43.269999999999996,0,2.671111111111111,2.1366666666666667,0,4.807777777777778,51.282222222222224,120.72666666666667,21.90111111111111,334.93666666666667,0.5344444444444444,153.31111111111113,12.819999999999999,763.8888888888889,17.628888888888888,0,18.162222222222223,6.944444444444444,90.81,1596.1533333333334,3.2066666666666666,158.12,8.547777777777778,9.081111111111111,0.5344444444444444,9.081111111111111,2.1366666666666667,177.3488888888889,0,79.05888888888889,0.5344444444444444,1525.1066666666666,837.6077777777778,0,2.1366666666666667,340.81333333333333,0,1120.7255555555557,0,0.5344444444444444,2.1366666666666667,0,0,0.5344444444444444,1250.5344444444445,608.9744444444445,9.615555555555556,48.07666666666666,209.4022222222222,17.627777777777776,0,10.683333333333332,2.1366666666666667,6.945555555555556,3.2055555555555557,18.162222222222223,96.68777777777778,378.2055555555555,2.671111111111111,98.82555555555557,5.343333333333333,1550.2133333333334
