prop_d28,prop_d4,prop_d7,prop,native,organism_code,target_taxon_name,target_taxon_level,lit_taxon_name,lit_taxon_level,lit_taxon_type,citation,population_country,population_state,population_description,trait,trait_value_rank,trait_value,trait_unit,trait_description,notes
NA,0.10375275938189846,0.2582781456953642,0.12058823529411763,0,4310,Synidotea laticauda,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.10375275938189846,0.2582781456953642,0.12058823529411763,0,4310,Synidotea laticauda,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.31277533039647576,NA,NA,0.1161764705882353,1,4050,Candona sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.31277533039647576,NA,NA,0.1161764705882353,1,4050,Candona sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.2687224669603524,NA,NA,0.11470588235294116,1,2970,Mooreobdella microstoma,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.2687224669603524,NA,NA,0.11470588235294116,1,2970,Mooreobdella microstoma,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.26490066225165565,NA,0.10147058823529412,1,2610,Psammoryctides californianus,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.26490066225165565,NA,0.10147058823529412,1,2610,Psammoryctides californianus,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.2907488986784141,NA,NA,0.10147058823529412,1,2840,Altmanella freidris,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.2907488986784141,NA,NA,0.10147058823529412,1,2840,Altmanella freidris,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.21806167400881055,NA,NA,0.1,1,5410,Procladius sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.21806167400881055,NA,NA,0.1,1,5410,Procladius sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,NA,0.2869757174392936,0.09779411764705882,0,4510,Ampelisca abdita,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,NA,0.2869757174392936,0.09779411764705882,0,4510,Ampelisca abdita,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.2317880794701987,NA,0.08823529411764706,1,4350,Gnorimosphaeroma insulare,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.2317880794701987,NA,0.08823529411764706,1,4350,Gnorimosphaeroma insulare,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.1365638766519824,NA,NA,0.07426470588235294,1,4030,Isocypris sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.1365638766519824,NA,NA,0.07426470588235294,1,4030,Isocypris sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.2026431718061674,NA,NA,0.07279411764705883,1,2090,Dero trifida,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.2026431718061674,NA,NA,0.07279411764705883,1,2090,Dero trifida,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,NA,0.2141280353200883,0.07205882352941176,0,3090,Pseudopolydora kempi,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,NA,0.2141280353200883,0.07205882352941176,0,3090,Pseudopolydora kempi,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.16335540838852097,NA,0.07205882352941176,0,4950,Rhithropanopeus harrisii,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.16335540838852097,NA,0.07205882352941176,0,4950,Rhithropanopeus harrisii,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.21145374449339208,NA,NA,0.0713235294117647,1,2850,Lumbriculus variegatus,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.21145374449339208,NA,NA,0.0713235294117647,1,2850,Lumbriculus variegatus,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.17180616740088106,NA,NA,0.07058823529411765,1,1010,Girardia tigrina,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.17180616740088106,NA,NA,0.07058823529411765,1,1010,Girardia tigrina,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.16740088105726872,NA,NA,0.06985294117647059,1,6570,Physa sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.16740088105726872,NA,NA,0.06985294117647059,1,6570,Physa sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.1479028697571744,NA,0.06691176470588235,1,4370,Gnorimosphaeroma oregonense,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.1479028697571744,NA,0.06691176470588235,1,4370,Gnorimosphaeroma oregonense,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,NA,0.18984547461368653,0.06323529411764706,0,3170,Heteromastus filiformis,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,NA,0.18984547461368653,0.06323529411764706,0,3170,Heteromastus filiformis,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.1280353200883002,NA,0.06323529411764706,0,4410,Uromunna sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.1280353200883002,NA,0.06323529411764706,0,4410,Uromunna sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.15011037527593818,NA,0.0625,0,4270,Sinelobus stanfordi,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.15011037527593818,NA,0.0625,0,4270,Sinelobus stanfordi,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.14096916299559473,NA,NA,0.0588235294117647,1,5550,Cryptochironomus sp. A,genus,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.14096916299559473,NA,NA,0.0588235294117647,1,5550,Cryptochironomus sp. A,genus,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.15418502202643172,NA,NA,0.05588235294117647,1,2430,Aulodrilus pigueti,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.15418502202643172,NA,NA,0.05588235294117647,1,2430,Aulodrilus pigueti,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,NA,0.15894039735099338,0.05441176470588235,0,3110,Streblospio benedicti,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,NA,0.15894039735099338,0.05441176470588235,0,3110,Streblospio benedicti,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.1299559471365639,NA,NA,0.05441176470588235,1,6530,Gyraulus circumstriatus,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.1299559471365639,NA,NA,0.05441176470588235,1,6530,Gyraulus circumstriatus,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.13876651982378854,NA,NA,0.05367647058823529,1,2270,Slavina appendiculata,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.13876651982378854,NA,NA,0.05367647058823529,1,2270,Slavina appendiculata,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.10572687224669604,NA,NA,0.04338235294117647,NA,4740,Crangonyx floridanus,species,NA,NA,NA,NA,NA,NA,NA,body_size_max,NA,NA,NA,NA,NA
0.10572687224669604,NA,NA,0.04338235294117647,NA,4740,Crangonyx floridanus,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.10572687224669604,NA,NA,0.04338235294117647,NA,4740,Crangonyx floridanus,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
NA,0.12141280353200884,NA,0.04338235294117647,NA,5130,Stylurus olivaceus,species,NA,NA,NA,NA,NA,NA,NA,body_size_max,NA,NA,NA,NA,NA
NA,0.12141280353200884,NA,0.04338235294117647,NA,5130,Stylurus olivaceus,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
NA,0.12141280353200884,NA,0.04338235294117647,NA,5130,Stylurus olivaceus,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.1013215859030837,NA,NA,0.04264705882352941,NA,6565,Helisoma anceps,species,NA,NA,NA,NA,NA,NA,NA,body_size_max,NA,NA,NA,NA,NA
0.1013215859030837,NA,NA,0.04264705882352941,NA,6565,Helisoma anceps,species,NA,NA,NA,NA,NA,NA,NA,dispersal,NA,NA,NA,NA,NA
0.1013215859030837,NA,NA,0.04264705882352941,NA,6565,Helisoma anceps,species,NA,NA,NA,NA,NA,NA,NA,trophic_habit,NA,NA,NA,NA,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Kennedy 1966,England,NA,"multiple rivers, lakes, ponds, streams, canals",armoring,1,N,categorical,soft bodied without case,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,60,mm,NA,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Timm 2020,Estonia,NA,NA,dispersal,1,N,categorical,produces cocoons containing eggs that hatch into small worms,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Kennedy 1966,England,NA,"multiple rivers, lakes, ponds, streams, canals",habit,1,B,categorical,NA,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Kennedy 1966,England,NA,"multiple rivers, lakes, ponds, streams, canals",reproduction,1,A,categorical,"cross fertilization is the general rule, but uniparental reproduction is known to occur and self-fertilization is possible (Gavrilov 1951). Asexual reproduction thought not to occur; autotomy and fragmentation do not produce one than one individual",NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Chapman and Brinkhurst 1980,Canada,BC,Fraser River Estuary,salinity_tolerance,3,10.5,ppt,"measured in lab. LD 50 between 10-10.5 for mature and immature worms out of sediment. 9.4-10.5 in sand, 14.3 for immature worms acclimated to 5 ppt.",NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Brinkhurst and Simmons 1968,United States,CA,San Francisco Bay,salinity_tolerance,1,13,ppt,field observation,"couldn't find this paper, cited in Rodriguez et al 2006; chose this as best trait value becasuse reported from SFE"
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Chapman et al 1982,Canada,BC,Fraser River Estuary,salinity_tolerance,2,14.5,ppt,measured in lab. LD 50 with sediment; LD50 without sediment was 10 ppt,"see Table V for all environmental factors (also pH); though not from the SFE, this is a good trait value because done in controlled lab conditions"
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Chapman et al 1982,Canada,BC,Fraser River Estuary,thermal_tolerance,1,35,C,measured in lab. LD 50 with sediment; LD50 without sediment was 34C,see Table V for all environmental factors (also pH); selected as best value because more rigorous than other value
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Timm 2020,Estonia,NA,NA,thermal_tolerance,2,40,C,lethal temperature observed anecdotally in lab,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Timm 2020,Estonia,NA,NA,trophic_habit,1,D,categorical,NA,NA
0.8546255506607929,0.8079470198675497,0.6269315673289183,0.763235294117647,1,2550,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,species,target,Timm 2020,Estonia,NA,NA,voltinism,1,U,categorical,"in laboratory, commonly univoltine but multiple studies indicate several generations per year in higher temperatures",NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Sousa et al 2008,NA,NA,NA,armoring,1,G,categorical,shells-clam,NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,McMahon 1983,NA,NA,NA,body_size_max,NA,60,mm,NA,NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Sousa et al 2008,Europe,NA,River Rhine,dispersal,1,P,categorical,Pediveliger and juvelines passively transported by fluvial or tidal currents,NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Sousa et al 2008,NA,NA,NA,habit,1,B,categorical,NA,NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Kennedy and Van Huekelem 1985,United States,Maryland,Potamac River,reproduction,1,A,categorical,"simultaneous hermaphrodites, and self fertilization is common. females brood embryos until released as larvae.",NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Morton and Tong 1985,NA,NA,NA,salinity_tolerance,1,13,ppt,"at 13ppt and less, osmoregulates and maintains constant tissue chloride levels for 7 days. Above 13ppt, osmoconforms and mortality progressively increases with salinity and time.",NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Falfushynska et al 2016,United States,North Carolina,Lake Norman,thermal_tolerance,3,29.8,C,measured in lab. temperature causing 50% mortality,populations from two natural sites; excluded cooling water discharge site
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Falfushynska et al 2016,United States,North Carolina,Catawba River,thermal_tolerance,2,34.9,C,measured in lab. temperature causing 50% mortality,populations from two natural sites; excluded cooling water discharge site
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Karatayev et al 2006,NA,NA,NA,thermal_tolerance,1,37,C,NA,"see Table 1 for salinity, pH, and temp tolerance summary; selected as best value because it is the highest one"
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Cohen et al 1984,United States,Maryland,Potamac River,trophic_habit,1,F,categorical,NA,NA
0.9955947136563876,0.9977924944812362,0.271523178807947,0.7551470588235294,0,6730,Corbicula fluminea,species,Corbicula fluminea,species,target,Sousa et al 2008,NA,NA,NA,voltinism,1,M,categorical,"majority of studies conclude 2 a year (spring/late summer), but could be 1-3 depending on temp, food availability, and location.",NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Varichaetadrilus angustipenis,species,target,Liu et al 2017,NA,NA,NA,armoring,1,N,categorical,an annelid worm,NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Varichaetadrilus angustipenis,species,target,Brinkhurst and Jamieson 1971,NA,NA,NA,body_size_max,NA,15,mm,NA,NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus hoffmeisteri,species,confamiliar,Block et al 1981,United States,Indiana,Little Calumet River,dispersal,1,N,categorical,create cocoons of eggs and developing young worms.,NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus sp.,genus,confamiliar,Liu 2017,NA,NA,NA,habit,1,B,categorical,"""sediment-dwelling"", may wave posterior body outside of sediment to obtain more oxygen.",NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus sp.,genus,confamiliar,Kennedy 1966,NA,NA,NA,reproduction,1,A,categorical,"cross fertilization is the general rule, but uniparental reproduction is known to occur and self-fertilization is possible (Gavrilov 1951). Asexual reproduction thought not to occur in L. hoffmeisteri.",NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus hoffmeisteri,species,confamiliar,Chapman and Brinkhurst 1980,Canada,BC,Fraser River Estuary,salinity_tolerance,1,10.5,ppt,"measured in lab. LD 50 between 10-10.5 for mature and immature worms out of sediment. 9.4-10.5 in sand, 14.3 for immature worms acclimated to 5 ppt.",chose 10.5 as the value as its the highest in sand for both mature and immature L hoffmeisteri.
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus hoffmeisteri,species,confamiliar,Chapman et al 1982,Canada,BC,Fraser River Estuary,thermal_tolerance,1,35,C,measured in lab. 96-h LC50 in sediment. out of sediment is 34C. other environmental factors kept constant.,NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus sp.,genus,confamiliar,Liu 2017,NA,NA,NA,trophic_habit,1,D,categorical,deposit feeders,NA
0.9162995594713657,0.9161147902869756,0.2980132450331126,0.7102941176470589,0,2730,Varichaetadrilus angustipenis,species,Limnodrilus hoffmeisteri,species,confamiliar,Kennedy 1966,NA,NA,NA,voltinism,1,U,categorical,"in laboratory, mature over 1 year, breed, and then often die. But individuals from the population can be found breeding year round. Other species Limnodrilus udekemianus took 2 years to reach maturity, breeding period varied on location",NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,Sutcliffe 1992,NA,NA,NA,armoring,1,P,categorical,"amphipod, exoskeleton/crustacean",NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus daiberi,species,target,Bousfield 1969,United States,Multiple,Estuaries in Middle Atlantic Region,body_size_max,NA,12.5,mm,male.  Females are 6-8 mm,NA
