year_adjusted,Girardia tigrina,turbellarian sp. A,Prostoma graecense,Dorylaimus sp. A,Actinolaiminae sp. A,mermithid sp. A,Dero trifida,Slavina appendiculata,Aulodrilus limnobius,Aulodrilus pigueti,Aulodrilus japonicus,Bothrioneurum vejdovskyanum,Branchiura sowerbyi,Ilyodrilus frantzi,Ilyodrilus templetoni,Limnodrilus hoffmeisteri,Limnodrilus udekemianus,Psammoryctides californianus,Quistadrilus multisetosus,Embolocephalus nikolskyi,Tubificoides heterochaetus,Varichaetadrilus angustipenis,Sparganophilus eiseni,Altmanella freidris,Lumbriculus variegatus,Mooreobdella microstoma,Boccardiella ligerica,Pseudopolydora kempi,Streblospio benedicti,Marenzelleria neglecta,Heteromastus filiformis,Hediste limnicola,Alitta succinea,Manayunkia speciosa,Laonome calida,Isocypris sp. A,Candona sp. A,Cyprideis sp. A,Balanus improvisus,Nippoleucon hinumensis,Sinelobus stanfordi,Synidotea laticauda,Gnorimosphaeroma insulare,Gnorimosphaeroma oregonensis,Uromunna sp. A,Ampelisca abdita,Sinocorophium alienense,Americorophium spinicorne,Americorophium stimpsoni,Grandidierella japonica,Gammarus daiberi,Hyalella sp. A,Rhithropanopeus harrisii,Procladius sp. A,Cryptochironomus sp. A,Fluminicola sp. A,Gyraulus circumstriatus,Physa sp. A,Melanoides tuberculata,Corbicula fluminea,Pisidium casertanum,Pisidium compressum,Limecola petalum,Potamocorbula amurensis
1992,0,33.47555555555555,32.050000000000004,0.7122222222222222,1.4244444444444444,0.7122222222222222,7.834444444444444,0,9.971111111111112,0,0,50.57,0.7122222222222222,0,20.654444444444447,281.3388888888889,3.5611111111111113,0.7122222222222222,0,2.1366666666666667,0.7122222222222222,30.625555555555554,0.7122222222222222,0,0,0,370.3711111111111,2.848888888888889,6.41,5.697777777777778,4.273333333333333,18.517777777777777,2.848888888888889,21.366666666666664,725.0722222222222,0,2.1366666666666667,0,491.4533333333333,106.83666666666667,0,2.848888888888889,0.7122222222222222,0.7122222222222222,2.1366666666666667,11.395555555555555,757.1222222222223,24.21666666666667,58.403333333333336,39.885555555555555,267.8066666666667,0,8.546666666666667,0,0,0,0,0,2.1366666666666667,696.5811111111111,0.7122222222222222,0.7122222222222222,1.4244444444444444,1430.9122222222222
1993,2.848888888888889,0,129.63,9.258888888888889,12.107777777777779,42.02222222222222,13.532222222222222,0,141.02666666666667,0,0.7122222222222222,140.31333333333333,19.94333333333333,42.02222222222222,18.517777777777777,393.1611111111111,7.122222222222223,3.5611111111111113,4.2733333333333325,1.4244444444444444,17.093333333333334,319.0888888888889,0.7122222222222222,0,0.7122222222222222,0,35.61333333333334,0,0,29.91444444444445,1.4244444444444444,39.885555555555555,1.4244444444444444,1152.421111111111,463.6766666666667,0,3.5611111111111113,0,0,137.46444444444444,0,0,0,0,0,0,155.2711111111111,13.532222222222224,107.54888888888888,0,131.0533333333333,0,2.1366666666666667,0,0,0,0,0.7122222222222222,9.971111111111112,488.6033333333333,0,2.848888888888889,0,90.45666666666665
1994,0,19.94333333333333,16.38111111111111,0.7122222222222222,4.273333333333333,7.834444444444444,0,0,24.21666666666667,0,0,83.33333333333334,0.7122222222222222,4.2733333333333325,14.244444444444445,367.5211111111111,3.5611111111111113,0.7122222222222222,1.4244444444444444,1.4244444444444444,6.41,522.0788888888889,0.7122222222222222,0,1.4244444444444444,0,1.4244444444444444,0,0,37.748888888888885,0,2.848888888888889,0,48.432222222222215,355.4122222222222,0,0,0,5.697777777777778,134.61444444444444,0,0.7122222222222222,0,0,0,9.258888888888889,646.0111111111112,306.97999999999996,171.65222222222224,18.517777777777777,336.89444444444445,0,0,0,0,0,0,0,2.1366666666666667,294.87111111111113,0.7122222222222222,0,0,1252.1355555555556
1995,12.107777777777779,0,45.583333333333336,23.504444444444445,24.216666666666665,22.79111111111111,4.273333333333333,9.97111111111111,118.23333333333333,0,39.885555555555555,158.1188888888889,0,4.273333333333333,0,17.805555555555554,0.7122222222222222,0.7122222222222222,12.107777777777777,3.5611111111111113,14.956666666666665,88.31888888888889,1.4244444444444444,0,2.848888888888889,5.697777777777778,10.683333333333332,0,0,26.35333333333333,0,2.848888888888889,0,375.35555555555555,31.33888888888889,2.848888888888889,0.7122222222222222,0.7122222222222222,0,19.94222222222222,0,0,0,0,0.7122222222222222,1.4244444444444444,22.79111111111111,20.655555555555555,34.18777777777778,0,136.7522222222222,1.4244444444444444,0,0,0,0,0,0.7122222222222222,27.065555555555555,481.4822222222222,2.1366666666666667,0.7122222222222222,0,200.85444444444443
1996,0,1.0688888888888888,9.615555555555554,16.56111111111111,27.243333333333332,18.162222222222223,2.671111111111111,0,37.92777777777778,0,4.808888888888888,128.20444444444445,0,9.615555555555556,0,15.49111111111111,2.671111111111111,2.1366666666666667,5.876666666666667,2.1366666666666667,2.671111111111111,126.60222222222222,2.1366666666666667,0,0,0,0.5344444444444444,0,0,16.025555555555556,0,1.0688888888888888,0,294.3377777777778,7.481111111111111,0,0,0.5344444444444444,0,4.807777777777778,0.5344444444444444,0.5344444444444444,0,0,1.0688888888888888,0.5344444444444444,23.505555555555553,41.132222222222225,60.36333333333333,0,175.21333333333334,0.5344444444444444,0,0,0,0,0,0.5344444444444444,27.244444444444444,488.78222222222223,0.5344444444444444,0,0,318.37666666666667
1997,0,8.547777777777778,34.72222222222222,14.424444444444443,22.436666666666664,20.834444444444443,3.2055555555555557,0,99.36111111111111,0,4.273333333333333,206.19666666666666,0,27.776666666666667,0,150.10777777777778,7.478888888888888,16.56,19.765555555555554,0.5344444444444444,3.2055555555555557,746.7944444444444,1.0688888888888888,0,0,0,0.5344444444444444,0,0,43.269999999999996,0,0.5344444444444444,1.6033333333333333,1046.4755555555555,16.02777777777778,0,0.5344444444444444,3.2055555555555557,11.217777777777778,113.24777777777778,0,2.1377777777777776,0,0,2.1366666666666667,0.5344444444444444,15.492222222222221,11.752222222222223,53.41888888888889,8.013333333333334,57.69222222222222,0.5344444444444444,0,0,0,0,0,0,79.05888888888889,907.0500000000001,0,0,3.7399999999999998,1025.1077777777778
1998,0,0,32.05111111111111,14.423333333333334,2.672222222222222,79.05888888888889,2.671111111111111,2.671111111111111,174.67777777777778,0,9.616666666666667,268.16333333333336,0,38.995555555555555,2.671111111111111,136.21666666666667,0,0.5344444444444444,28.845555555555556,1.0688888888888888,2.1366666666666667,1259.6155555555556,0,0,0,0.5344444444444444,0.5344444444444444,0,0,14.956666666666667,0,2.1366666666666667,2.671111111111111,371.2611111111112,13.89,2.1366666666666667,2.671111111111111,0,0,54.486666666666665,0,0,0,0,0,0,0,50.74777777777778,222.75666666666666,0,90.81222222222222,2.671111111111111,0,2.671111111111111,1.0688888888888888,0,0.5344444444444444,0,160.25666666666666,969.5511111111111,0.5344444444444444,0.5344444444444444,0,90.27777777777777
1999,0.5344444444444444,0,19.764444444444443,0,2.671111111111111,38.995555555555555,0,0.5344444444444444,10.15,0,2.1377777777777776,69.44444444444444,0,1.0688888888888888,0,39.528888888888886,0,0,5.341111111111111,3.2055555555555557,0,341.34777777777776,4.273333333333333,0,0.5344444444444444,0,0,0,0,16.025555555555556,0,0,0,12.82,13.88888888888889,0,0,0,0,27.24555555555556,0.5344444444444444,2.1366666666666667,2.1366666666666667,3.2055555555555557,1.0688888888888888,0.5344444444444444,218.48333333333335,442.3077777777778,116.45333333333335,0,332.79999999999995,1.6033333333333333,0,0,0,0,0,0,0,436.4311111111111,0.5344444444444444,1.0688888888888888,0.5344444444444444,1657.0511111111111
2000,2.1366666666666667,1.0688888888888888,21.36777777777778,1.0688888888888888,4.807777777777778,26.70888888888889,9.615555555555556,0,45.40555555555556,0,15.492222222222223,211.53888888888886,0.5344444444444444,38.46111111111111,2.671111111111111,104.70222222222222,0,0.5344444444444444,14.956666666666669,3.738888888888889,2.1366666666666667,556.09,3.2055555555555557,0,0,0.5344444444444444,3.2055555555555557,0,0,154.91444444444446,0,0.5344444444444444,0,33.120000000000005,4.807777777777778,0,0.5344444444444444,0.5344444444444444,1.0688888888888888,17.627777777777776,4.807777777777778,0.5344444444444444,0,1.0688888888888888,11.752222222222223,1.0688888888888888,426.2822222222222,285.25666666666666,11.751111111111111,1.0688888888888888,293.8022222222222,1.6033333333333333,0,0,0,0,0,0,26.175555555555555,421.47222222222223,4.808888888888888,1.0688888888888888,1.0688888888888888,409.1888888888889
2001,0,0,4.274444444444445,0,0,3.738888888888889,0,0,0.5344444444444444,0,0,48.61111111111111,0,14.956666666666669,2.671111111111111,57.15888888888889,3.2055555555555557,0,5.876666666666668,0.5344444444444444,0.5344444444444444,106.30444444444444,0,0,2.1366666666666667,1.0688888888888888,1.0688888888888888,0,0,28.845555555555556,0,1.6033333333333333,1.0688888888888888,66.77333333333333,73.18444444444445,0,0,0,81.19666666666667,8.547777777777778,4.274444444444445,3.7399999999999998,0,2.1366666666666667,1.0688888888888888,1.6033333333333333,292.2022222222222,307.6933333333333,39.531111111111116,4.807777777777778,71.58222222222221,0,0,0.5344444444444444,0,0,0,0.5344444444444444,11.217777777777778,263.3544444444445,14.957777777777778,1.6022222222222222,0,1357.9066666666668
2002,0,0,8.547777777777778,0,0,13.355555555555554,0,0,15.491111111111111,0,0.5344444444444444,10.151111111111112,0,5.342222222222222,0,47.00888888888889,1.0688888888888888,0,5.342222222222222,3.7399999999999998,7.478888888888889,91.34666666666666,0,0.5344444444444444,0,0,4.807777777777778,0.5344444444444444,0,72.11444444444444,0,3.2055555555555557,1.6033333333333333,105.23555555555555,38.46222222222222,0,0,16.025555555555552,0.5344444444444444,25.642222222222223,18.695555555555554,5.342222222222222,0,11.753333333333332,11.75111111111111,5.342222222222222,865.3844444444445,1218.4822222222222,19.764444444444443,13.354444444444445,209.93666666666667,0,0,0,0,0,0,0,21.90111111111111,254.2722222222222,5.876666666666666,0,2.671111111111111,1770.8322222222223
2003,0,0,12.821666666666667,2.405,0,26.443333333333335,0,1.6033333333333333,0.8016666666666666,0,2.4033333333333333,13.623333333333335,0,0,0,55.288333333333334,0,0,2.405,15.223333333333334,8.813333333333334,76.12166666666667,0,0,0,0,0,0,0,36.05833333333333,0,0,3.205,124.2,17.63,0,0,68.91,2.4033333333333333,5.609999999999999,0,2.405,0.8016666666666666,0.8016666666666666,3.205,4.006666666666667,2065.705,1659.4566666666665,1.6033333333333333,4.006666666666667,360.57666666666665,0,0,0,0,0,0,0,188.30166666666665,203.52666666666664,0.8016666666666666,0,0,1606.5716666666667
2006,0,1.0688888888888888,9.615555555555556,12.82,0,13.88888888888889,0,0,21.902222222222225,0,0,167.2,0,9.081111111111111,1.6022222222222222,515.4922222222223,19.23111111111111,0,5.876666666666667,18.696666666666665,0,776.7099999999999,3.7399999999999998,3.2055555555555557,0.5344444444444444,1.0688888888888888,1.0688888888888888,0,0,16.025555555555556,0,4.274444444444445,0,122.33,118.05666666666667,1.0688888888888888,0.5344444444444444,13.355555555555554,2.671111111111111,66.77333333333333,0,1.6033333333333333,0,0,0,0.5344444444444444,588.14,146.36666666666667,168.80333333333334,4.274444444444445,651.1766666666667,10.148888888888889,0.5344444444444444,4.273333333333333,4.807777777777778,0,0,0,5.876666666666667,808.2255555555556,11.217777777777778,0.5344444444444444,0,4340.812222222223
2007,0,7.478888888888889,27.243333333333336,1.0688888888888888,1.0688888888888888,34.187777777777775,1.0688888888888888,0,21.902222222222225,0,0.5344444444444444,412.92777777777775,0,10.148888888888889,0,11.21888888888889,0,0,4.274444444444445,5.875555555555555,1.0688888888888888,182.15777777777777,0,0,0,1.6033333333333333,10.684444444444445,5.876666666666668,0,25.641111111111112,0,2.1377777777777776,0,816.2400000000001,297.54333333333335,0,0.5344444444444444,821.0466666666666,1.6033333333333333,78.52555555555556,29.38111111111111,5.342222222222222,2.671111111111111,14.424444444444445,40.59888888888889,3.2055555555555557,1513.3566666666668,1115.3855555555556,32.05111111111111,109.50777777777778,1065.7055555555555,5.876666666666666,0,0,0,0,0,0,5.876666666666667,321.5811111111111,1.6033333333333333,0.5344444444444444,1.6033333333333333,2168.8033333333333
2008,0,5.342222222222222,15.491111111111113,0,0,19.23111111111111,1.6033333333333333,0,51.81666666666666,0,6.944444444444444,219.01666666666668,1.0688888888888888,11.752222222222223,8.013333333333334,709.9377777777778,3.738888888888889,1.6022222222222222,34.72222222222222,36.86,1.0688888888888888,1366.4544444444443,0.5344444444444444,30.983333333333334,0,1.0688888888888888,45.94,15.49111111111111,1.0688888888888888,60.897777777777776,1.0688888888888888,30.44777777777778,0,436.4311111111111,803.42,0,2.671111111111111,542.7355555555556,60.897777777777776,215.2777777777778,0.5344444444444444,9.081111111111111,3.7399999999999998,27.244444444444447,0,5.3422222222222215,1883.0122222222221,100.96111111111111,10.683333333333334,192.8411111111111,608.44,0,1.0688888888888888,0.5344444444444444,0,0,0,0,10.684444444444445,622.3277777777778,0,14.956666666666665,3.2055555555555557,4530.982222222222
2009,0,0,74.25222222222223,0,0.5344444444444444,4.807777777777777,43.80444444444444,0,13.88888888888889,0,4.807777777777778,287.9277777777778,0,16.025555555555556,2.1377777777777776,519.2311111111111,3.2055555555555557,12.285555555555556,3.74,35.79,13.89,1983.4411111111112,3.2055555555555557,43.803333333333335,0,0.5344444444444444,9.615555555555556,20.832222222222224,0,35.25666666666667,1.0688888888888888,28.31222222222222,0,18.696666666666665,158.65333333333334,0,0,321.5811111111111,13.354444444444445,472.2211111111111,4.807777777777778,5.876666666666667,2.671111111111111,5.342222222222222,0,7.478888888888889,898.5044444444444,46.47444444444445,1.0688888888888888,115.38444444444444,247.32888888888888,0,0,0,0,0,0,0,120.19222222222221,606.8377777777778,6.41,1.0688888888888888,1.6033333333333333,4293.268888888889
2010,8.546666666666667,1.0688888888888888,48.07666666666667,2.1366666666666667,0,77.99222222222222,13.354444444444445,2.1366666666666667,11.217777777777776,0,22.97,361.6477777777778,0.5344444444444444,123.39777777777778,4.273333333333333,524.0377777777778,8.547777777777778,9.615555555555556,77.45777777777778,19.764444444444443,12.286666666666667,2256.9444444444443,4.274444444444444,116.45333333333333,0,8.547777777777778,2.1377777777777776,2.1366666666666667,0,23.503333333333334,1.0688888888888888,103.63333333333333,0,80.66222222222223,88.14222222222223,0,6.944444444444444,191.2388888888889,4.807777777777778,315.1711111111111,0,3.2055555555555557,2.1366666666666667,6.41,0,3.2044444444444444,1789.53,610.0422222222222,173.61222222222224,85.46888888888888,376.6022222222222,57.693333333333335,0,41.13222222222222,4.273333333333333,0,2.671111111111111,0,80.12777777777778,711.0033333333333,3.2055555555555557,279.3811111111111,1.6033333333333333,2499.4655555555555
2011,17.094444444444445,0,52.35,2.1366666666666667,0.5344444444444444,129.80777777777777,3.2044444444444444,0,43.803333333333335,13.888888888888891,51.81666666666667,240.38333333333333,0,47.54222222222222,1.0688888888888888,216.34666666666666,0,2.1366666666666667,51.81666666666667,29.38,11.217777777777778,1204.5944444444444,0,63.56888888888889,0,5.875555555555555,0.5344444444444444,0,0,56.089999999999996,0,11.753333333333334,0.5344444444444444,163.4611111111111,71.58111111111111,0,0.5344444444444444,17.094444444444445,0,24.04,0,1.0688888888888888,2.671111111111111,0,0,0,1380.8766666666668,808.2266666666666,2348.2911111111107,0.5344444444444444,730.2344444444444,292.2011111111111,0,9.081111111111111,4.807777777777777,0,1.0688888888888888,2.671111111111111,408.1211111111111,424.67888888888893,7.4799999999999995,89.2088888888889,0.5344444444444444,1417.7355555555555
2012,0,0,5.876666666666666,2.1366666666666667,0,12.82,8.013333333333334,0,10.15,0,2.1377777777777776,108.97444444444444,0,18.162222222222223,0,64.10333333333332,0,0,10.683333333333334,4.273333333333333,12.286666666666667,941.7744444444444,7.478888888888889,40.59777777777778,0,1.0688888888888888,1.0688888888888888,1.0688888888888888,0,17.627777777777776,0,6.411111111111111,0,130.34222222222223,316.24,0.5344444444444444,2.671111111111111,20.3,2.1366666666666667,461.00555555555553,0,2.671111111111111,0.5344444444444444,1.0688888888888888,0,1.0688888888888888,2642.6277777777777,71.04777777777778,17.627777777777776,29.380000000000003,319.97999999999996,0.5344444444444444,0,1.0688888888888888,0,0,1.0688888888888888,0,17.094444444444445,175.7477777777778,1.6022222222222222,21.90222222222222,1.6022222222222222,1479.701111111111
2013,0.5344444444444444,0,18.162222222222223,0,3.738888888888889,5.342222222222222,8.546666666666667,0,18.162222222222223,0,7.478888888888889,344.0177777777778,0,61.96555555555556,8.546666666666667,832.798888888889,2.671111111111111,1.0688888888888888,22.970000000000002,9.615555555555556,6.411111111111111,2527.777777777778,2.672222222222222,29.38111111111111,0,1.6022222222222222,0.5344444444444444,10.15,0,57.157777777777774,0,14.958888888888888,0,141.02555555555554,247.86444444444444,0,1.6033333333333333,571.0466666666666,3.2055555555555557,241.45333333333335,0.5344444444444444,1.0688888888888888,0,6.944444444444444,1.0688888888888888,2.1366666666666667,2048.0766666666664,37.39333333333333,1.6022222222222222,37.39333333333334,154.91444444444446,13.354444444444445,0,0,0,0,1.0688888888888888,3.2044444444444444,15.492222222222223,419.3377777777778,14.423333333333332,74.78666666666668,0.5344444444444444,3823.7166666666667
2014,0.5344444444444444,0,65.70444444444445,0,0.5344444444444444,4.273333333333333,100.96111111111111,2.1366666666666667,4.273333333333333,2.1366666666666667,0,279.38,0,133.54777777777778,0,362.7133333333333,0,6.41,11.752222222222223,17.094444444444445,4.807777777777778,1621.7944444444445,1.0688888888888888,149.0388888888889,2.1366666666666667,0.5344444444444444,8.547777777777778,77.45777777777778,1.0688888888888888,174.14444444444445,0,60.89888888888889,0.5344444444444444,514.9577777777778,564.1033333333334,0,0,150.64111111111112,3.738888888888889,188.03333333333333,2.1366666666666667,6.4111111111111105,0,26.175555555555555,0,16.025555555555556,1809.828888888889,41.66666666666667,0,139.42333333333332,543.27,6.944444444444444,0,0,0,0.5344444444444444,0,0,274.0377777777778,622.8622222222223,4.274444444444444,42.73444444444444,6.412222222222222,4974.893333333333
2015,0,0,34.187777777777775,0.5344444444444444,0,0,104.16777777777777,0,44.337777777777774,387.2855555555555,43.803333333333335,348.2911111111111,2.671111111111111,52.35000000000001,1.0688888888888888,477.5644444444444,2.672222222222222,0,26.174444444444447,0,161.85777777777776,894.7655555555556,1.6033333333333333,19.23,0,0.5344444444444444,9.615555555555556,35.25555555555556,23.503333333333334,111.11111111111111,2.671111111111111,56.08888888888889,0,432.1588888888889,2142.6277777777777,0,0,374.4666666666667,1.6033333333333333,382.47777777777776,0,0.5344444444444444,0.5344444444444444,0,3.2055555555555557,31.51666666666667,527.2433333333333,5.876666666666666,0,208.86888888888888,253.73777777777778,0,0,0.5344444444444444,5.342222222222222,0,0,1.6022222222222222,29.914444444444445,57.693333333333335,5.342222222222222,143.69666666666666,10.683333333333334,3408.6533333333327
