Girardia tigrina,turbellarian sp. A,Prostoma graecense,Teratocephalus sp. A,Dorylaimus sp. A,Actinolaiminae sp. A,mermithid sp. A,Dero trifida,Slavina appendiculata,Aulodrilus limnobius,Aulodrilus pigueti,Aulodrilus japonicus,Bothrioneurum vejdovskyanum,Branchiura sowerbyi,Ilyodrilus frantzi,Ilyodrilus templetoni,Limnodrilus hoffmeisteri,Limnodrilus udekemianus,Psammoryctides californianus,Quistadrilus multisetosus,Embolocephalus nikolskyi,Tubificoides heterochaetus,Varichaetadrilus angustipenis,Sparganophilus eiseni,Altmanella freidris,Lumbriculus variegatus,Mooreobdella microstoma,Boccardiella ligerica,Pseudopolydora kempi,Streblospio benedicti,Marenzelleria neglecta,Heteromastus filiformis,Hediste limnicola,Alitta succinea,Manayunkia speciosa,Laonome calida,Isocypris sp. A,Candona sp. A,Cyprideis sp. A,Balanus improvisus,Nippoleucon hinumensis,Sinelobus sp. A,Synidotea laevidorsalis,Gnorimosphaeroma insulare,Gnorimosphaeroma oregonensis,Uromunna sp. A,Ampelisca abdita,Sinocorophium alienense,Americorophium spinicorne,Americorophium stimpsoni,Grandidierella japonica,Gammarus daiberi,Hyalella sp. A,Rhithropanopeus harrisii,Procladius sp. A,Cryptochironomus sp. A,Fluminicola sp. A,Gyraulus circumstriatus,Physa sp. A,Melanoides tuberculata,Corbicula fluminea,Pisidium casertanum,Pisidium compressum,Limecola petalum,Potamocorbula amurensis
0,0,52.19857142857143,104.39571428571428,0,0,154.76,0,0,0,0,0,0,8.241428571428571,0,11.904285714285715,3947.802857142857,0,0,0,0,0,0,0,0,0,0,15.567142857142857,0,0,0,0,132.78285714285715,0,0,0,0,0,0,0.9157142857142857,0,0,0,0,0,0,0,0,5669.412857142857,20597.07,0,0,0,3.662857142857143,0,0.9157142857142857,0,0,0,0,2315.017142857143,0,0,0,0
0,0,0,13.735714285714286,0,0,5.494285714285715,0,0,0,0,0,0,0,0,0,1913.9171428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0.9157142857142857,0,0,0,0,0,0.9157142857142857,280.21999999999997,1.8314285714285714,0,0,0.9157142857142857,0,0,0,0,0,0,0.9157142857142857,0,0,22.892857142857142,0
1.0683333333333334,0,82.26333333333334,15.490833333333333,0,0,10.149166666666666,0,2.1366666666666667,0,0,17.094166666666666,0,0,57.69166666666667,11.751666666666667,599.3575,4.8075,0,35.255833333333335,3.7391666666666667,0,0,0,0,0,1.0683333333333334,0,0,0,0,0,57.69166666666666,0,366.9866666666667,0,2.1366666666666667,13.888333333333334,0,0,0,0,0,0.5341666666666667,0,0,0,0,308.225,2018.1625000000001,0,0,10.683333333333334,0,0.5341666666666667,0,0,0,0,0,2063.568333333333,1.0683333333333334,0,0,0
0,0,19.765,5.8758333333333335,0,0,106.83583333333333,0,0,0,0,0.5341666666666667,0,5.341666666666667,0,3.7391666666666667,2111.6458333333335,0,0,0,0,0,0,0,0,0,0,461.53833333333336,0,0,0,0,69.97833333333334,9.080833333333334,0,0,0,0,0,490.385,0,0,77.99166666666666,0,0,0,0,0,7787.390833333333,940.1708333333333,8.546666666666667,1.0683333333333334,0,9.615,0,0.5341666666666667,0,0,0,0,2691.775,0,0,0,0
0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,752.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,0,0,55.02166666666667,0,0,0,0,0,0,0,0,0.5341666666666667,0,0,0,5.8758333333333335,0,2.1366666666666667,1.0683333333333334,2.6708333333333334,0,0,0,0,0,0,0,0,0,2.6708333333333334,0,0,64.635,0
1.6025,0,71.04583333333333,9.615,0,0,0,0,2.1366666666666667,0,0,51.281666666666666,0,1.0683333333333334,77.99166666666666,15.490833333333333,280.9825,498.39750000000004,0.5341666666666667,35.255,3.205,0,26.70916666666667,0,0,0.5341666666666667,4.273333333333333,0,0,0,0,0,73.7175,0,207.26416666666665,0,1.6025,3.7391666666666667,0,0,0,0,0,0.5341666666666667,0,0,0,0,212.07166666666666,1276.7083333333333,0,0,35.255833333333335,0,3.205,0,0,0,0.5341666666666667,0,3986.110833333333,4.8075,0,0,0
0,0,43.8025,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,1003.2049999999999,25.106666666666666,8.546666666666667,0,0,0,1755.8766666666668,0,0,0,0,214.20916666666668,0,0,0,0,80.66083333333333,4.273333333333333,0.5341666666666667,0,0,2.1366666666666667,0,13.355,0,0,0,0.5341666666666667,0,0,0,0,1951.9225000000001,10219.550833333333,0,0,1.6025,3.205,0.5341666666666667,1.0683333333333334,0,0,0,0,2159.7233333333334,0,0,0,0
0,0,0.5341666666666667,9.080833333333334,0,0,0,0,0,0,0,0,0,0,0,0,694.445,0,0,0,0,0,2.6708333333333334,0,0,0,0,0,0,0,0,0,0,74.25083333333333,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,3.7391666666666667,4473.2908333333335,0.5341666666666667,0,0,1.0683333333333334,1.0683333333333334,0,0,0,0,0,6.41,0,0,3.205,0
1.7481818181818183,0,29.136363636363637,8.74090909090909,9.323636363636364,0,12.82,0,0.5827272727272728,599.6490909090909,0,145.10454545454544,340.90818181818184,2.330909090909091,149.18272727272728,17.482727272727274,131.7018181818182,87.99545454545455,1.7481818181818183,8.74090909090909,0.5827272727272728,0,5.244545454545455,0,0,1.1654545454545455,8.158181818181818,0,0,0,0,0,28.554545454545455,0,438.8118181818182,0,22.727272727272727,5.827272727272727,0,0,0,0,0,0,0,0,0,0,13.985454545454544,60.60545454545455,0,0,8.74090909090909,0,12.237272727272726,0,0,0.5827272727272728,0.5827272727272728,0,2554.197272727273,1.1654545454545455,0,0,0
1.1654545454545455,0,69.34636363636363,3.4963636363636366,0.5827272727272728,0,184.15,0,0,1.1654545454545455,0,1.1654545454545455,101.9809090909091,0,0,0,2.330909090909091,6.41,16.89909090909091,0,0,0,1961.5381818181818,0.5827272727272728,0,0,0.5827272727272728,64.10181818181817,0,0,0,0,61.18727272727273,0,2.330909090909091,0,2.330909090909091,1.7481818181818183,0,0,0,0,0,16.89909090909091,0,0,0,0,3050.7000000000003,6312.354545454546,0,0,6.41,0,1.1654545454545455,0,0,0,0.5827272727272728,0,3743.590909090909,0,0,0,0
0,0,6.41,17.48181818181818,22.143636363636364,0,518.9381818181819,0,0,0,0,0,5.244545454545454,0,0,0.8745454545454545,979.8963636363636,0,1.4572727272727273,0,0,0,331.58454545454543,0,0,0,0,1.7481818181818183,0,0,0,0,0,4.079090909090909,0,0,10.489090909090908,0,0,0,0,0,0,0,0,0,0,0,59.731818181818184,4122.376363636364,0,1.1654545454545455,0,0.5827272727272728,1.1654545454545455,0,0,0,0,0,498.25272727272727,0,0,0,0
0,0,65.17166666666667,0.5341666666666667,11.751666666666667,0,2.6708333333333334,0,2.670833333333333,472.7558333333333,0,62.498333333333335,246.25916666666666,30.448333333333334,76.38833333333334,5.8758333333333335,136.75166666666667,3.7391666666666663,0,10.149166666666666,1.0683333333333334,0,10.683333333333334,2.1366666666666667,0,0,4.8075,0,0,0,0,0,13.888333333333332,0,89.20916666666666,0,40.064166666666665,98.29,0,0,0,0,0,0,0,0,0,0,6.944166666666667,1558.2258333333334,0,0,8.0125,0,16.559166666666666,0,0,0,1.6025,0,1469.0183333333334,5.8758333333333335,0,0,0
0,0,50.7475,0,22.435833333333335,0,213.14166666666665,0,1.0683333333333334,15.490833333333335,0,0.5341666666666667,79.05833333333334,0,0,0.5341666666666667,9.080833333333334,0,4.8075,6.41,0,0,347.7575,0,0,0.5341666666666667,0,1.6025,0,0,0,0,30.9825,0,8.0125,0,0,5.341666666666667,0,0,0,0,0,1.0683333333333334,0,0,0,0,7885.15,13740.92,0,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,0,5113.248333333333,0,0,0,0
0,0,9.080833333333334,0,22.969166666666666,0,612.7133333333334,0,0,0,0,0,2.6708333333333334,0,0,0,105.23416666666667,15.491666666666667,2.6708333333333334,0,0,0,586.0058333333334,0,0,0,0,16.025,0,0,0,0,0,12.285833333333333,0,0,2.6708333333333334,0,0,4.8075,0,0,1.0683333333333334,0,0,0,0,0,204.59416666666667,5338.141666666666,0,0,0,1.0683333333333334,0.5341666666666667,0,0,0,0,0,2573.1858333333334,0,0,10.683333333333334,0
1.1654545454545455,0,119.46272727272728,0.5827272727272728,19.23,1.1654545454545455,5.827272727272727,0,2.330909090909091,354.8954545454545,0,42.54090909090909,255.24363636363637,17.48181818181818,61.18818181818182,12.237272727272728,62.35272727272727,2.9136363636363636,0,99.65,7.575454545454545,0,16.316363636363636,1.1654545454545455,0,6.992727272727273,1.7481818181818183,0,0,0,0,0,4.079090909090909,0,705.1272727272727,0,1.1654545454545455,44.87090909090909,0,0,0,0,0,0,0,0,0,0,23.89181818181818,821.6781818181818,0,0,6.41,0,0,0,0,0,1.7481818181818183,0,501.74727272727273,13.985454545454546,0,0,0
0,0,34.96454545454545,0,8.74090909090909,7.575454545454545,156.17636363636365,0,1.1654545454545455,13.986363636363636,0,0,45.45454545454545,0.5827272727272728,0,0,1.7481818181818183,0,0,0,0,0,222.61,0,0,0,0,678.9036363636365,0,0,0,0,19.23,0,23.310000000000002,0,0,0,0,76.3409090909091,0,0,9.906363636363636,0.5827272727272728,0,0,0,6.41,2258.74,6871.795454545454,2.330909090909091,0,0,8.158181818181818,0,0,0,0,0,0,3772.1445454545456,0,0,0,0
0,0,0,0,0,0,11.654545454545454,0,0,0,0,0,2.330909090909091,0,0,0,81.00090909090909,0,0.5827272727272728,0,0,0,265.1527272727273,0,0,0,0,11.654545454545454,0,16.89909090909091,0,0,0,43.121818181818185,0,0,0,0,0,115.96727272727273,0,0,9.323636363636364,0,0,0,89.74272727272727,1011.6554545454545,4.079090909090909,12.82,175.9909090909091,0.5827272727272728,0,5.244545454545455,0,0,0,0,0,0,300.6990909090909,0,0,78.08909090909091,0
2.9136363636363636,0,149.76636363636365,0,71.09545454545454,0,10.48909090909091,0,15.733636363636363,481.93454545454546,0,271.5609090909091,657.9263636363636,83.91545454545454,146.26909090909092,46.61909090909091,206.87545454545455,8.158181818181818,0.5827272727272728,75.17363636363636,6.41,0,210.95454545454547,3.496363636363636,0,2.9136363636363636,0.5827272727272728,0,0,0,0,0,132.86636363636364,0,630.5354545454545,0,10.489090909090908,13.985454545454544,0,0,0,0,0,0.5827272727272728,0,0,0,0,192.30727272727273,2320.513636363636,0,92.65636363636364,2.330909090909091,0,1.1654545454545455,0,0,0,2.330909090909091,0,680.0690909090908,16.316363636363636,0,0,0
0,0,16.89909090909091,0,0.5827272727272728,0,20.97818181818182,0,0,0.5827272727272728,0,0.5827272727272728,73.42636363636363,0.5827272727272728,0.5827272727272728,1.7481818181818183,19.812727272727273,0,0,0,0,0,194.63818181818183,1.1654545454545455,0,0,0,1767.4827272727273,0,0.5827272727272728,0,0,13.985454545454544,0,4.661818181818182,0,0,0,0,72.26181818181819,0,1.1654545454545455,0,0,0,0,0,0,5082.169090909091,6963.870909090909,0.5827272727272728,152.68,0.5827272727272728,10.48909090909091,0,0,0,0,0,0,1184.730909090909,0,0,0,0
0,0,2.670833333333333,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,0.5341666666666667,0.5341666666666667,138.35333333333332,0,0,0,0,0,40.5975,0,0,0,0,127.13666666666667,0,4.273333333333333,0,0,0.5341666666666667,62.498333333333335,0,0,0,0,0,1171.4733333333334,118.05499999999999,0,1.6025,0,0.5341666666666667,0,2.1366666666666667,16.025,2.6708333333333334,4.273333333333333,57.6925,0,0,4.273333333333333,0,0,0,0,0,0,44.87,0,0,50.21333333333333,0
0,0,121.79333333333334,0.5341666666666667,7.4783333333333335,0,3.205,0,2.1366666666666667,129.27416666666667,0.5341666666666667,73.7175,347.75666666666666,48.07666666666667,307.69083333333333,28.845833333333335,135.14833333333334,3.205,0,25.64,6.944166666666667,0,693.9108333333334,2.6708333333333334,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,16.559166666666666,0,65.17166666666667,0,8.0125,12.82,0,0,0,0,0,0,0,0,0,0,256.9433333333333,1456.195,0,811.43,0.5341666666666667,0,0.5341666666666667,0,0,0,0,0,985.5775,5.341666666666667,0,0,0
0,0,11.217500000000001,0,0,0,4.8075,0,1.0683333333333334,0,0.5341666666666667,0,54.48583333333333,0,0,2.1366666666666667,38.995,0,0.5341666666666667,0,0,0,285.79,0,0,0,0,2696.0475,0,0,0,0,1.6025,0,0,0,0,0,0,59.829166666666666,4.8075,0,53.4175,0,1.0683333333333334,0,0,2.1366666666666667,1818.3766666666668,263.355,2.1366666666666667,91.34583333333333,0,17.094166666666666,0,0,0,0,0,0,819.4433333333333,0,0,0,1407.05
0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,1.0683333333333334,0,1.6025,0.5341666666666667,289.53,0,0,0,0,0,7.4783333333333335,0,0,0,0,28.845833333333335,1.0683333333333334,0.5341666666666667,0,0,0,29.913333333333334,0,0,0,0,0,110.04249999999999,383.5466666666667,0,0.5341666666666667,0,0,0,21.3675,0,32.58583333333333,3.7391666666666663,1.6025,0.5341666666666667,0,3.205,0,0,0,0,0,0,21.3675,0,0,75.31916666666666,2603.6325
1.0683333333333334,0,51.815,0,1.0683333333333334,0.5341666666666667,1.0683333333333334,0,0,38.46083333333333,0,5.341666666666667,241.98666666666668,17.6275,32.05083333333333,1.0683333333333334,52.35,0.5341666666666667,0,5.8758333333333335,13.888333333333332,0,288.995,6.944166666666666,0,1.6025,0,0.5341666666666667,0,0,0,0,19.23,0,12.82,0,0.5341666666666667,12.285833333333333,0,0,0,0,0,0,0,0,0,0,32.585,339.7425,0,620.1916666666667,0,0,0,0,0,0,0,0,1368.0558333333333,0,0,0,0
0,0,0.5827272727272728,0,0,0,1.1654545454545455,0,0,0,0,0,25.64090909090909,0,0,1.1654545454545455,106.06,0,0,0,0,0,175.40727272727273,0,0,0,0,6146.853636363637,0,0,0,0,5.244545454545455,0,0,0,0,0,0,62.93636363636364,5.244545454545455,2.330909090909091,16.316363636363636,1.7481818181818183,0,0,0,13.402727272727274,100.81545454545454,39.626363636363635,2.9136363636363636,100.81636363636363,0,20.979090909090907,0,0,0,0,0,0,160.8390909090909,0,0,0,451.63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.504166666666666,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,0.5341666666666667,4.8075,0,2.6708333333333334,0,7.4783333333333335,0,0,0,0,0,127.67083333333333,184.8275,0,1.0683333333333334,0,0.5341666666666667,0,4.8075,1.0683333333333334,0,0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,11.217500000000001,4312.5
0,0,30.625555555555554,0,0.7122222222222222,0,0.7122222222222222,0.7122222222222222,0,42.022222222222226,0,4.273333333333333,76.21,29.913333333333334,7.834444444444443,4.985555555555555,15.66888888888889,3.5611111111111113,0,2.1366666666666667,5.697777777777778,0,98.28888888888889,1.4244444444444444,0,0.7122222222222222,0,2.1366666666666667,0,0,0,0,11.395555555555555,0,7.834444444444444,0,0,2.1366666666666667,0,0,0,0,0,0,0,0,0,0,7.834444444444444,73.36111111111111,0,22.07888888888889,0,0,0,0,0,0,0.7122222222222222,0,1995.0122222222221,0,0,0,0
0,7.692,1.282,0,0,0,1.282,0,0,0,0,0,18.589,0,0,2.564,24.358,0,1.282,0,0,0,92.307,0,0,0,0,5675,0,0,0,0,1.923,0.641,0,5.128,0,0,0,75.641,5.128,0.641,5.128,1.282,0,0,0,1.282,11.538,34.615,0,110.897,0,14.743,0,0,0,0,0.641,0,194.23,0,0,0,118.589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0.641,1.923,0,5.769,0,3.205,0,0,0,0,0,85.896,375.64,0,0,0,0,0,1.282,0.641,0,0,1.923,0.641,0,0,0,0,0,0,0,0,0,0,0,4.487,2660.257
3.7391666666666667,0,54.48583333333333,0,0.5341666666666667,0,0,0,0,67.3075,0,0.5341666666666667,143.695,27.2425,21.366666666666667,0,8.546666666666667,0.5341666666666667,0,2.1366666666666667,3.7391666666666667,0,83.86666666666666,10.149166666666666,0,1.0683333333333334,0,0,0,0,0,0,8.0125,0,10.149166666666666,0.5341666666666667,0,2.1366666666666667,0,0,0.5341666666666667,0,0,0,0.5341666666666667,3.7391666666666667,0,0,81.19500000000001,155.44916666666666,0,498.93,0,0,0,0,0,0,1.0683333333333334,3.205,3580.6625,0.5341666666666667,0.5341666666666667,0,0
0,36.858333333333334,1.6025,0,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,19.764166666666668,1.0683333333333334,0.5341666666666667,2.1366666666666667,62.5,0,0,0,0,0,41.130833333333335,0,0,0,0,3303.9541666666664,0,0,0,0,7.4783333333333335,0,0,878.7391666666666,0,0,0,225.42749999999998,24.0375,28.845000000000002,79.59416666666667,0,6.944166666666667,24.038333333333334,0,10.683333333333334,141.56,13.888333333333334,3.205,198.1825,0,4.273333333333333,0,0,0,0,0,0,627.1375,0,0,0.5341666666666667,350.96166666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,0,1.7481818181818183,15.15090909090909,6.41,0,4.661818181818182,0,4.661818181818182,0,0.5827272727272728,0,0,0,907.3409090909091,2506.993636363636,0,1.7481818181818183,0,0,0,4.079090909090909,40.79272727272727,0,0,50.7,0,0,0,0,0,0,0,0,0,0,0,0,4.079090909090909,2041.3745454545453
0,0,51.86363636363636,0,2.9136363636363636,1.1654545454545455,11.071818181818182,0,0,19.23,0,0,56.526363636363634,0.5827272727272728,5.244545454545455,0,25.64090909090909,0,0,0,5.827272727272727,0,281.4681818181818,13.986363636363636,0,1.7481818181818183,0,0,0,0,0,0,2.330909090909091,0,50.698181818181816,74.00909090909092,0,2.330909090909091,0,0,0.5827272727272728,0,0,0,0,0,0,0,745.3372727272728,962.7027272727273,0,485.4318181818182,0,0,0,0,0,0,0,4.661818181818182,1704.5454545454545,0,0,0,0
0,25.106666666666666,11.751666666666667,0,4.273333333333333,8.546666666666667,0,0,0,0,0,0,4.8075,0.5341666666666667,2.1366666666666667,1.0683333333333334,68.37583333333333,0,0,0,0,0,13.888333333333334,0,0,0,0,847.2208333333333,0,0,0,0,6.944166666666667,0,0,3371.2616666666668,0,0,0,283.65250000000003,15.490833333333333,54.486666666666665,40.598333333333336,0,41.666666666666664,37.92666666666667,0,4.8075,977.03,29.38,2.1366666666666667,344.55,0,12.82,0,0,0,0,0,0,165.5975,0,0,0,624.465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,1.1654545454545455,24.474545454545456,21.560909090909092,0,4.661818181818182,0,30.884545454545453,0,0,0,0,0,189.97545454545454,972.6109090909091,0,1.7481818181818183,0,0.5827272727272728,0.5827272727272728,58.85727272727273,13.985454545454546,0,0.5827272727272728,20.978181818181817,1.1654545454545455,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,12.237272727272728,2216.7827272727272
1.0683333333333334,0,55.553333333333335,0,3.2049999999999996,4.8075,2.1366666666666667,7.4783333333333335,1.0683333333333334,28.845,0,0,72.64916666666666,3.7391666666666663,5.341666666666667,0,7.4783333333333335,0.5341666666666667,0,0.5341666666666667,5.341666666666667,0,145.83249999999998,8.0125,0,0,0,0,0,0,0.5341666666666667,0,17.6275,0,67.84083333333334,221.6875,0,2.1366666666666667,0,0,0,0,0,0.5341666666666667,0,0,0,0,133.5475,180.02083333333331,0,1122.8633333333332,0,0,0,0,0,0,1.0683333333333334,8.546666666666667,1338.6758333333332,2.1366666666666667,2.1366666666666667,0,0
0,42.73416666666667,3.205,0,2.1366666666666667,0,0,0,0,0,0,0,9.080833333333333,0,3.7391666666666663,22.969166666666666,617.5208333333334,2.6708333333333334,1.0683333333333334,0,0,0,17.6275,0,0,0,0,871.7933333333333,0,0,28.845,0,29.379166666666666,1.0683333333333334,0,1261.7525,0.5341666666666667,0,0,129.27333333333334,334.93583333333333,11.2175,2.6708333333333334,0,2.1366666666666667,18.1625,0,98.82416666666667,63.568333333333335,36.32416666666667,43.803333333333335,279.9141666666667,0,9.615,0,0,0,0,0,0,145.29749999999999,0,0,0,601.4958333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,2.1366666666666667,9.615,3.205,10.683333333333334,0.5341666666666667,10.683333333333334,0,1.6025,0,0,0,577.4566666666667,550.2133333333334,0,1.6025,0,0,0,19.23,634.08,0,0,24.0375,2.6708333333333334,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,6.944166666666667,2915.6
13.888333333333334,0.5341666666666667,192.84166666666667,0,17.6275,16.559166666666666,33.653333333333336,18.161666666666665,0,248.93166666666667,0,10.149166666666666,182.69166666666666,50.21333333333333,142.6275,3.2049999999999996,43.26833333333333,0,0,4.273333333333333,6.944166666666667,0,506.94416666666666,55.02083333333333,0,1.0683333333333334,0,0,0,0,0,0,24.571666666666665,0,1444.9775,333.86833333333334,2.1366666666666667,13.354166666666668,0,0,0,0,0,0,0,0,0,0,144.76500000000001,215.81166666666667,0,608.4391666666667,4.8075,0.5341666666666667,5.341666666666667,0,0,0.5341666666666667,8.0125,27.776666666666667,3187.5,14.423333333333334,6.41,0,0
0,21.3675,9.080833333333333,0,3.7391666666666667,3.205,6.944166666666667,1.0683333333333334,0,0,0,0,84.935,0.5341666666666667,0,22.969166666666666,1224.8941666666667,10.149166666666666,3.205,0,0,0,158.12,0,0,0,0,863.2483333333333,0,0,392.09416666666664,0,75.31916666666666,0,1.0683333333333334,1455.6633333333334,2.1366666666666667,0,0,16.025,134.615,1.0683333333333334,0,0,0,0,0,2.670833333333333,208.8675,1557.1583333333333,2.1366666666666667,915.5991666666666,0,5.8758333333333335,2.670833333333333,2.1366666666666667,0,0,0,0,99.8925,0,0,0,527.7766666666666
0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0.5341666666666667,0,0,0,14.956666666666667,0,0,0,0,0,2.1366666666666667,1.0683333333333334,0.5341666666666667,40.0625,4.8075,0.5341666666666667,6.41,0,4.273333333333333,0.5341666666666667,0,0,20.299166666666665,136.2175,0,0.5341666666666667,0,0,0,0,415.5983333333333,0,0,4.273333333333333,10.149166666666666,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,1.6025,484.50916666666666
